NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR
9365,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3400000,29
9366,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,33
9367,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,23
9368,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,7109780,23
9369,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,7600000,33
9370,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,SUZUKI,SATRIA FU 150 SCDZ,3400000,35
9371,JAMBUDIPA,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4000000,29
9372,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX KING 150,2700000,35
9373,CIJENUK,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),2000000,23
9374,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,3210200,23
9375,BATUJAJAR TIMUR,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 G,6500000,35
9376,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,GSX R 150,3700000,23
9377,SUKAJADI,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,FREEGO,2300000,35
9378,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4600000,23
9379,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2400000,23
9380,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,3700000,17
9381,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3800000,33
9382,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,6870290,29
9383,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,KAWASAKI,W175 TR SE,17000000,35
9384,CIMAHI SELATAN,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,29
9385,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY FASHION,3100000,17
9386,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,6600000,29
9387,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,33
9388,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI,4500000,33
9389,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,VIAR,KARYA 300,10000000,35
9390,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,VIAR,KARYA 200 L,10000000,35
9391,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,8700000,17
9392,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33
9393,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2700000,33
9394,RANCAPANGGUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,4200000,33
9395,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,9945600,17
9396,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,2900000,33
9397,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW MIO M3 CW,3500000,35
9398,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,3000000,11
9399,NGAMPRAH,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,6300000,29
9400,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,2800000,22
9401,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5711400,17
9402,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,4750000,35
9403,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,2609100,23
9404,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33
9405,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,VIAR,KARYA 150 RL,10000000,33
9406,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2400000,29
9407,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4650000,35
9408,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,35
9409,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NSCOOPY FI CLSC MTRO,2023910,35
9410,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,SCOOPY ESP,3786059,27
9411,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO ISS,442745,34
9412,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO ISS,1263576,32
9413,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,4900000,35
9414,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,4948810,26
9415,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,4509500,35
9416,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,1779721,31
9417,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,AEROX 155 VVA,2686714,31
9418,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,6000000,33
9419,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA,3116369,30
9420,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,KAWASAKI,NINJA 250 FI,21200000,35
9421,NYENANG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NSCOOPY FI CLSC MTRO,5100000,29
9422,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION KS SE,3698356,27
9423,CIGADUNG,CIBEUNYING KALER,KOTA BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA R,4700000,33
9424,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3200000,35
9425,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,5400000,33
9426,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA R - KR 150 L,11893895,19
9427,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4500000,33
9428,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,FREEGO,4000000,33
9429,RANCAPANGGUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,SUZUKI,GSX R 150,10000000,23
9430,SINGAJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3100000,23
9431,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,35
9432,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW VIXION,3500000,29
9433,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,4801135,29
9434,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 125 ESP CBS,5857855,23
9435,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,8738234,22
9436,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT CW FI,4818381,21
9437,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,5300000,23
9438,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW VARIO TECHNO FI,1989600,17
9439,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,LEXI S,3600000,35
9440,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CW ESP,2900000,35
9441,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,XMAX,25607800,17
9442,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI CBS ISS,2700000,23
9443,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO ISS,2800000,35
9444,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,35
9445,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,7500000,23
9446,GIRIASIH,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,WR 155 R,5700000,33
9447,PASIRLANGU,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,4700000,33
9448,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALLNEW NMAX 155C ABS,7500000,23
9449,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4500000,35
9450,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3300000,35
9451,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4700000,23
9452,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2763800,23
9453,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4000000,35
9454,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,GENIO CBS,3100000,35
9455,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,VIAR,KARYA 200 R,8500000,33
9456,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,33
9457,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,3500000,17
9458,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,SOUL GT 125 AKS,2300000,23
9459,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,4000000,22
9460,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2300000,23
9461,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29
9462,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,21
9463,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,ADV 150 CBS,5200000,33
9464,PASIRLANGU,CISARUA,KAB. BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,35
9465,MANDALAMUKTI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,10000000,35
9466,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,GEAR 125,2700000,29
9467,BATULAYANG,CILILIN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5100000,35
9468,GIRIMUKTI,SAGULING,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,29
9469,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1285900,23
9470,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,VIXION,1100000,11
9471,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3100000,33
9472,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33
9473,CIPANGERAN,SAGULING,BANDUNG BARAT,MOTOR BEKAS,HONDA,PCX150,11800000,35
9474,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,2800000,33
9475,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,17
9476,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,KAWASAKI,NINJA 250,11783000,17
9477,CIBENDA,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,29
9478,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,GEAR 125,3500000,35
9479,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,3104680,23
9480,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,29
9481,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,TMAX,88470000,35
9482,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2427000,17
9483,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,3800000,33
9484,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4000000,23
9485,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,KAWASAKI,NINJA ZX 25 R ABS,60000000,35
9486,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VERZA 150 CW,3114800,11
9487,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,10000000,35
9488,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BARU,KEEWAY,V 250 FI GERONIMO,12500000,29
9489,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,XMAX,21500000,23
9490,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,YAMAHA,FAZZIO NEO,2300000,35
9491,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,FAZZIO NEO,2300000,35
9492,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI,1809950,33
9493,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,FREEGO S,7936400,27
9494,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,KTM AUSTRIA,DUKE 200 CC,6101594,30
9495,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NEW NINJA 150 RR,3426150,34
9496,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER Z CW FI,742374,32
9497,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,1292063,34
9498,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW R15 155 VVA,9025195,28
9499,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,NINJA RR,4288992,33
9500,TUGUMUKTI,CISARUA,BANDUNG BARAT,MOTOR BARU,KAWASAKI,W 175 CAFE,8121799,28
9501,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA R,5555917,26
9502,TAGOGAPU,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW CBR 150R STANDAR,6740400,35
9503,MARGAJAYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6700000,35
9504,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 125,3151100,35
9505,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NSCOOPY FI CLSC MTRO,2533368,32
9506,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,7400000,35
9507,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2200000,35
9508,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,AEROX 155 VVA,3800000,33
9509,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,NINJA 250,8123440,23
9510,MARGALUYU,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6000000,35
9511,CIWARUGA,PARONGPONG,KAB. BANDUNG,MOTOR BARU,HONDA,GENIO ISS,6372081,22
9512,CISOMANG BARAT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,8900000,33
9513,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3855325,24
9514,PUTERAN,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION ADV GP,4000000,23
9515,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO FI SPORTY,2100000,23
9516,MEKARJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,4300000,33
9517,BARANANGSIANG,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,YAMAHA,FINO PREM 125 BLU CR,6273116,22
9518,BUDIHARJA,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CBS FI,2397723,26
9519,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,34
9520,BOJONGKONENG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3600000,23
9521,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,CRF 150 L,15000000,35
9522,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW XSR 155,9900000,21
9523,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,35
9524,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6000000,29
9525,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,5400000,33
9526,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,35
9527,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,13500000,18
9528,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3600000,35
9529,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4500000,23
9530,KAYUAMBON,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,4100000,35
9531,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 ABS,8400000,29
9532,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW VARIO CW FI,2000000,23
9533,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,MIO S,6801231,17
9534,BONGAS,CILILIN,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,4000000,23
9535,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT CBS FI,3000000,35
9536,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,11200000,17
9537,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4500000,29
9538,KARANGTANJUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,4600000,22
9539,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,3800000,35
9540,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,11000000,17
9541,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3600000,33
9542,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4711400,17
9543,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2900000,35
9544,SUNTENJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2200000,23
9545,JAMBUDIPA,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CBS ISS,2700000,35
9546,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,11200000,23
9547,PASIRLANGU,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6100000,29
9548,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO110 CBS ISS,2800000,29
9549,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3500000,17
9550,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4000000,29
9551,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,4000000,22
9552,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,5255020,35
9553,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6800000,35
9554,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,3300000,17
9555,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,4700000,11
9556,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,GENIO CBS,2700000,35
9557,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,8200000,11
9558,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4000000,33
9559,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW MEGA PRO CW FI,1043360,23
9560,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33
9561,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4000000,29
9562,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 125 CBS ISS,3400000,33
9563,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 G,5500000,35
9564,MEKARJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 ESPCBS ISS,3000000,35
9565,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 150 CBS,4600000,33
9566,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,33
9567,JAYAGIRI,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,SCOOPY ESP,2378800,17
9568,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,3200000,22
9569,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,3800000,34
9570,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BARU,YAMAHA,FREEGO,3300000,23
9571,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155,5000000,35
9572,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BARU,BENELLI,MOTOBI 152,10000000,23
9573,NGAMPRAH,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,PCX150,12500000,23
9574,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,1118429,27
9575,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,6630376,26
9576,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,2536460,35
9577,CIPEUNDEUY,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,8150000,35
9578,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF,12500000,35
9579,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,KAWASAKI,W175 TR SE,8000000,35
